% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.125214	1	4	4	3.36092e-11	70854.5	0
0.126214	1	1	2	6.79012e-11	143148	0
0.126214	1	2	1	3.36092e-11	70854.5	0
0.126214	1	3	3	3.36092e-11	70854.5	0
0.126214	1	4	4	3.36092e-11	70854.5	0
0.127214	1	1	2	6.79067e-11	143160	0
0.127214	1	2	1	3.36092e-11	70854.5	0
0.127214	1	3	3	3.36092e-11	70854.5	0
0.127214	1	4	4	3.36092e-11	70854.5	0
0.128214	1	1	2	6.79121e-11	143171	0
0.128214	1	2	1	3.36092e-11	70854.5	0
0.128214	1	3	3	3.36092e-11	70854.5	0
0.128214	1	4	4	3.36092e-11	70854.5	0
0.129214	1	1	2	6.79176e-11	143183	0
0.129214	1	2	1	3.36092e-11	70854.5	0
0.129214	1	3	3	3.36092e-11	70854.5	0
0.129214	1	4	4	3.36092e-11	70854.5	0
0.130214	1	1	2	6.7923e-11	143194	0
0.130214	1	2	1	3.36092e-11	70854.5	0
0.130214	1	3	3	3.36092e-11	70854.5	0
0.130214	1	4	4	3.36092e-11	70854.5	0
